review,rating,date,bank,source
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,9/6/2025,Dashen,Google Play Store
It is good apps but it needs strong network,5,9/6/2025,Dashen,Google Play Store
very slow,3,9/6/2025,Dashen,Google Play Store
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,9/6/2025,Dashen,Google Play Store
lacag inaad amaahisan somalida maxaad ku diiden,5,9/5/2025,Dashen,Google Play Store
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,9/4/2025,Dashen,Google Play Store
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,9/4/2025,Dashen,Google Play Store
"very slow and failed transaction multiple times, previous app was much better!!",2,9/4/2025,Dashen,Google Play Store
great 👍,5,9/2/2025,Dashen,Google Play Store
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,9/1/2025,Dashen,Google Play Store
good,2,9/1/2025,Dashen,Google Play Store
dashin bank,5,8/30/2025,Dashen,Google Play Store
muhaammad bakko,5,8/30/2025,Dashen,Google Play Store
goog,5,8/29/2025,Dashen,Google Play Store
un functional app,1,8/29/2025,Dashen,Google Play Store
trnes far,5,8/27/2025,Dashen,Google Play Store
shimalis,4,8/25/2025,Dashen,Google Play Store
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,8/24/2025,Dashen,Google Play Store
excellent mobile banking digital,5,8/24/2025,Dashen,Google Play Store
"Excellent, and it's truly a super app!",5,8/24/2025,Dashen,Google Play Store
nice app,4,8/23/2025,Dashen,Google Play Store
very nice app,5,8/23/2025,Dashen,Google Play Store
can't access as will if it's super and can't even access the service when you need it's a big failure,1,8/22/2025,Dashen,Google Play Store
seche,1,8/22/2025,Dashen,Google Play Store
very fast bank,5,8/22/2025,Dashen,Google Play Store
good and well,5,8/22/2025,Dashen,Google Play Store
what a bank it is,5,8/21/2025,Dashen,Google Play Store
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,8/21/2025,Dashen,Google Play Store
nic,5,8/20/2025,Dashen,Google Play Store
easy to use and the best one,5,8/17/2025,Dashen,Google Play Store
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,8/16/2025,Dashen,Google Play Store
very good app,5,8/16/2025,Dashen,Google Play Store
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,8/16/2025,Dashen,Google Play Store
አሪፍ,5,8/15/2025,Dashen,Google Play Store
best but USSD is necessary,5,8/15/2025,Dashen,Google Play Store
"one step forward, Ethiopian bank and e commerce industry",5,8/15/2025,Dashen,Google Play Store
still it's essay for user,4,8/15/2025,Dashen,Google Play Store
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,8/15/2025,Dashen,Google Play Store
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,8/14/2025,Dashen,Google Play Store
"There are plenty of features missed e. g electricity bill, water bill payments",2,8/14/2025,Dashen,Google Play Store
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,8/14/2025,Dashen,Google Play Store
በጣም ችግር አለበት,1,8/14/2025,Dashen,Google Play Store
great 👍 app,5,8/13/2025,Dashen,Google Play Store
"its a very low quality and slow application, very unreliable in times of need",1,8/13/2025,Dashen,Google Play Store
very poor and time taking to use,1,8/13/2025,Dashen,Google Play Store
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,8/13/2025,Dashen,Google Play Store
the new version is so good I like it,5,8/13/2025,Dashen,Google Play Store
Good,3,8/12/2025,Dashen,Google Play Store
good job my dashen super app,5,8/12/2025,Dashen,Google Play Store
Some connection issues,3,8/12/2025,Dashen,Google Play Store
verry slow app 🤢,1,8/12/2025,Dashen,Google Play Store
best bauget app,5,8/12/2025,Dashen,Google Play Store
its good but he said uptede me 😠🤕,2,8/12/2025,Dashen,Google Play Store
network issue,1,8/12/2025,Dashen,Google Play Store
እንጠቀምበት,5,8/12/2025,Dashen,Google Play Store
fast and easy to use great App.,5,8/12/2025,Dashen,Google Play Store
Best Performing and Fast Financial app,5,8/12/2025,Dashen,Google Play Store
well done keep it up,5,8/12/2025,Dashen,Google Play Store
good but it takes forever to load,3,8/12/2025,Dashen,Google Play Store
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,8/11/2025,Dashen,Google Play Store
my favorite 💗💗💗,5,8/11/2025,Dashen,Google Play Store
Good app,5,8/11/2025,Dashen,Google Play Store
"This is boring Mobile banking app, it is not work properly .so slow!",1,8/11/2025,Dashen,Google Play Store
"improve the app, please. it is not working. It says response timeout",1,8/10/2025,Dashen,Google Play Store
modern perfect app interface with the best banking tools 👏,5,8/8/2025,Dashen,Google Play Store
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,8/8/2025,Dashen,Google Play Store
"poor, glitch stack",1,8/7/2025,Dashen,Google Play Store
slowest banking app ever used,3,8/7/2025,Dashen,Google Play Store
Good,1,8/5/2025,Dashen,Google Play Store
Good 👍,5,8/5/2025,Dashen,Google Play Store
Dashen Bank super app is the best app,5,8/5/2025,Dashen,Google Play Store
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,8/1/2025,Dashen,Google Play Store
sometimes is not working to be honest,1,8/1/2025,Dashen,Google Play Store
ok,4,8/1/2025,Dashen,Google Play Store
Why isn't this app working?,5,7/29/2025,Dashen,Google Play Store
network error,5,7/29/2025,Dashen,Google Play Store
fast,5,7/29/2025,Dashen,Google Play Store
100 good,5,7/29/2025,Dashen,Google Play Store
It stop working most of the time.,2,7/28/2025,Dashen,Google Play Store
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,7/28/2025,Dashen,Google Play Store
Best app,5,7/25/2025,Dashen,Google Play Store
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,7/24/2025,Dashen,Google Play Store
amazing product,5,7/23/2025,Dashen,Google Play Store
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,7/23/2025,Dashen,Google Play Store
like it,5,7/22/2025,Dashen,Google Play Store
Great always one step ahead and most reliable bank,5,7/22/2025,Dashen,Google Play Store
u need to start cash out service,4,7/22/2025,Dashen,Google Play Store
all in one super app,5,7/21/2025,Dashen,Google Play Store
Fayla,5,7/20/2025,Dashen,Google Play Store
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,7/20/2025,Dashen,Google Play Store
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,7/19/2025,Dashen,Google Play Store
"Best App .. Good job, Dashen Bank",5,7/16/2025,Dashen,Google Play Store
good application,5,7/15/2025,Dashen,Google Play Store
Excellent App ...,5,7/15/2025,Dashen,Google Play Store
the worst app I have ever seen,1,7/14/2025,Dashen,Google Play Store
very good compared to Amole!,5,7/13/2025,Dashen,Google Play Store
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,7/12/2025,Dashen,Google Play Store
👍😊😊😊,5,7/12/2025,Dashen,Google Play Store
Great application,5,7/11/2025,Dashen,Google Play Store
very nice app,4,7/11/2025,Dashen,Google Play Store
I am entreated app.,5,7/9/2025,Dashen,Google Play Store
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,7/2/2025,Dashen,Google Play Store
best app with best bank,5,7/2/2025,Dashen,Google Play Store
alway slow loading,1,6/30/2025,Dashen,Google Play Store
"worst app ever and by any chance your account is deactivated, you are doomed",1,6/27/2025,Dashen,Google Play Store
Ethiopian amazing`s Dashen Bank🤝👌,3,6/25/2025,Dashen,Google Play Store
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,6/25/2025,Dashen,Google Play Store
nice app but limit up to max 600000,5,6/24/2025,Dashen,Google Play Store
Super,5,6/21/2025,Dashen,Google Play Store
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,6/18/2025,Dashen,Google Play Store
nice app but transaction limet not enough,5,6/17/2025,Dashen,Google Play Store
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,6/14/2025,Dashen,Google Play Store
incredible,5,6/14/2025,Dashen,Google Play Store
perfect,4,6/14/2025,Dashen,Google Play Store
Dashen Bank My Choice🇪🇹✌️💫,4,6/13/2025,Dashen,Google Play Store
very simple and user friendly app Thank you Dashen Bank,5,6/12/2025,Dashen,Google Play Store
very good .,5,6/9/2025,Dashen,Google Play Store
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,6/7/2025,Dashen,Google Play Store
love,3,6/5/2025,Dashen,Google Play Store
መቸሸጠ,5,6/3/2025,Dashen,Google Play Store
gadaa,5,6/1/2025,Dashen,Google Play Store
Massive upgrade from the Amole app.,5,5/31/2025,Dashen,Google Play Store
good,4,5/31/2025,Dashen,Google Play Store
very good for this app,5,5/31/2025,Dashen,Google Play Store
top,5,5/31/2025,Dashen,Google Play Store
this app better than Amole . but the biometric on new update doesn't work,4,5/31/2025,Dashen,Google Play Store
Wow,5,5/30/2025,Dashen,Google Play Store
wow to it saff and this app,5,5/30/2025,Dashen,Google Play Store
it too slow,3,5/29/2025,Dashen,Google Play Store
ዳሽን ባንክ ይለያል,4,5/28/2025,Dashen,Google Play Store
👍👍👍,5,5/28/2025,Dashen,Google Play Store
nice application,5,5/27/2025,Dashen,Google Play Store
useless app ever loading take long,1,5/27/2025,Dashen,Google Play Store
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,5/26/2025,Dashen,Google Play Store
very useful App,1,5/26/2025,Dashen,Google Play Store
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,5/26/2025,Dashen,Google Play Store
Wawww,5,5/24/2025,Dashen,Google Play Store
very Nice,5,5/23/2025,Dashen,Google Play Store
its best,5,5/22/2025,Dashen,Google Play Store
it is not as good as to the other mobile bank app.,1,5/22/2025,Dashen,Google Play Store
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,5/22/2025,Dashen,Google Play Store
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,5/20/2025,Dashen,Google Play Store
The best app ever in finance sector,5,5/18/2025,Dashen,Google Play Store
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,5/18/2025,Dashen,Google Play Store
dashen bank or dashen super app?,1,5/17/2025,Dashen,Google Play Store
wowwwe app,5,5/17/2025,Dashen,Google Play Store
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,5/17/2025,Dashen,Google Play Store
always lagging,1,5/16/2025,Dashen,Google Play Store
Amazing Application...,5,5/16/2025,Dashen,Google Play Store
Fantastic,5,5/16/2025,Dashen,Google Play Store
"Dashen bank app is very good, but sometimes it is not working well",5,5/15/2025,Dashen,Google Play Store
its my choice,5,5/15/2025,Dashen,Google Play Store
wow apo,5,5/15/2025,Dashen,Google Play Store
awesome app keep going,5,5/14/2025,Dashen,Google Play Store
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,5/13/2025,Dashen,Google Play Store
Game changer,5,5/13/2025,Dashen,Google Play Store
Totally amazing,5,5/13/2025,Dashen,Google Play Store
super 😎,5,5/13/2025,Dashen,Google Play Store
what a helpful app!!!!,5,5/13/2025,Dashen,Google Play Store
"To be honest, best banking and lifestyle app in Ethiopia.",5,5/12/2025,Dashen,Google Play Store
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,5/12/2025,Dashen,Google Play Store
Amazing app super easy to use and best design. loved it.,5,5/9/2025,Dashen,Google Play Store
its the best ever,5,5/8/2025,Dashen,Google Play Store
excellent game changer App,5,5/8/2025,Dashen,Google Play Store
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,5/3/2025,Dashen,Google Play Store
it seems me logging out within minutes,1,5/3/2025,Dashen,Google Play Store
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,5/3/2025,Dashen,Google Play Store
yes i want dashen super open,5,5/2/2025,Dashen,Google Play Store
faster than this version,5,4/30/2025,Dashen,Google Play Store
"Best UI mobile banking app, props to design team",5,4/30/2025,Dashen,Google Play Store
thank you,4,4/30/2025,Dashen,Google Play Store
bad.,1,4/30/2025,Dashen,Google Play Store
dashen super app is secure band very easy,5,4/29/2025,Dashen,Google Play Store
It is very fast and secured mobile banking app! I like this app!,5,4/29/2025,Dashen,Google Play Store
best app I have ever seen,5,4/29/2025,Dashen,Google Play Store
best of best,5,4/29/2025,Dashen,Google Play Store
waw,5,4/28/2025,Dashen,Google Play Store
best app,5,4/28/2025,Dashen,Google Play Store
Its slow when i try to see the Recent Transaction and stucked,1,4/28/2025,Dashen,Google Play Store
wowslnwoooo wowwww amazing !!!!!!!!,5,4/28/2025,Dashen,Google Play Store
wow appl,5,4/28/2025,Dashen,Google Play Store
why do i have to change a pin number i use my finger print so dummy,1,4/26/2025,Dashen,Google Play Store
very nice,5,4/26/2025,Dashen,Google Play Store
great,4,4/26/2025,Dashen,Google Play Store
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,4/25/2025,Dashen,Google Play Store
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,4/24/2025,Dashen,Google Play Store
Very easy and Fast.,5,4/24/2025,Dashen,Google Play Store
Incomparably user-friendly and fast app for mobile banking.,5,4/24/2025,Dashen,Google Play Store
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,4/24/2025,Dashen,Google Play Store
execellent,5,4/24/2025,Dashen,Google Play Store
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,4/23/2025,Dashen,Google Play Store
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,4/23/2025,Dashen,Google Play Store
it is incredible product.,5,4/23/2025,Dashen,Google Play Store
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,4/23/2025,Dashen,Google Play Store
"It's an amazing app, experience it!!",5,4/23/2025,Dashen,Google Play Store
This is the best banking app ever. I recommend everyone to use it.,5,4/23/2025,Dashen,Google Play Store
It is the best application!!!,5,4/22/2025,Dashen,Google Play Store
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,4/22/2025,Dashen,Google Play Store
its features are so dynamic,5,4/22/2025,Dashen,Google Play Store
fast &Friendly user Application.,5,4/22/2025,Dashen,Google Play Store
"Fast, Reliable and User Friendly. Keep it Up",5,4/22/2025,Dashen,Google Play Store
"#dashen super app is easy to use, secure & fast transaction😍",5,4/22/2025,Dashen,Google Play Store
i love this app esp 3 click that make e-commerce easier and convinient.,5,4/22/2025,Dashen,Google Play Store
Great for everyday banking and payments on the go,5,4/22/2025,Dashen,Google Play Store
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,4/22/2025,Dashen,Google Play Store
making transactions has never been easier. the new update is just amazing,5,4/22/2025,Dashen,Google Play Store
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,4/22/2025,Dashen,Google Play Store
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,4/22/2025,Dashen,Google Play Store
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,4/22/2025,Dashen,Google Play Store
Convenient!,5,4/22/2025,Dashen,Google Play Store
It is an amazing application that meets the needs of customers.,5,4/22/2025,Dashen,Google Play Store
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,4/22/2025,Dashen,Google Play Store
the best Supper App ever,5,4/22/2025,Dashen,Google Play Store
"This is the best app ever, when is it planned to include digital lending and gasification?",5,4/22/2025,Dashen,Google Play Store
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,4/22/2025,Dashen,Google Play Store
Dashen bank is my number one choice,5,4/22/2025,Dashen,Google Play Store
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,4/21/2025,Dashen,Google Play Store
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,4/21/2025,Dashen,Google Play Store
